Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
46,Male,60.3,1.76,183,131,54,1.7,1102.0,Yoga,11.4,3.5,4,3,19.47
29,Female,57.7,1.5,193,128,56,1.94,1242.0,Strength,16.7,2.7,5,3,25.64
20,Male,65.9,1.84,181,132,50,1.3,944.0,Yoga,24.3,3.3,2,1,19.46
32,Female,64.7,1.57,170,167,72,1.65,1378.0,HIIT,15.7,2.7,4,3,26.25
12,Female,39.6,1.75,167,145,61,0.82,594.0,Yoga,25.2,2.1,3,1,12.93
48,Male,72.2,1.65,198,157,60,0.77,598.0,Cardio,28.7,3.5,2,1,26.52
52,Female,84.3,1.76,194,161,73,1.28,927.0,Strength,30.5,2.0,2,1,27.21
20,Female,66.5,1.63,197,132,57,1.87,1234.0,Cardio,18.0,2.7,5,3,25.03
29,Male,56.4,1.62,167,158,74,1.18,1025.0,Strength,29.3,2.5,3,2,21.49
28,Female,63.0,1.62,196,147,55,0.68,500.0,Strength,31.7,1.9,2,1,24.01
22,Female,76.5,1.67,186,138,71,1.03,711.0,Yoga,31.9,2.4,3,2,27.43
37,Female,60.3,1.74,187,143,51,1.5,965.0,HIIT,32.9,2.2,3,2,19.92
14,Male,35.8,1.62,199,138,68,0.91,691.0,HIIT,21.2,3.5,2,1,13.64
24,Female,71.1,1.62,193,168,69,1.59,1336.0,Cardio,16.8,2.7,5,3,27.09
42,Female,67.7,1.66,191,132,69,1.88,1117.0,Yoga,19.8,2.7,4,3,24.57
19,Female,75.3,1.71,174,132,73,1.07,706.0,HIIT,34.2,2.2,3,2,25.75
37,Female,81.2,1.77,176,147,63,1.65,1213.0,Strength,19.4,2.7,4,3,25.92
37,Male,103.0,1.82,192,121,50,1.49,992.0,Strength,24.5,2.8,4,2,31.10
49,Male,75.3,1.77,175,129,59,1.85,1181.0,Yoga,14.3,3.5,4,3,24.04
12,Female,36.0,1.74,188,141,65,1.03,726.0,Cardio,25.5,2.4,3,2,11.89
30,Female,52.3,1.57,168,132,53,1.33,878.0,Yoga,26.5,2.6,3,2,21.22
20,Male,85.1,1.97,192,128,60,1.03,725.0,Cardio,24.1,2.6,3,1,21.93
44,Male,64.3,1.78,188,152,65,1.58,1189.0,Yoga,12.4,3.5,5,3,20.29
29,Female,70.0,1.76,172,133,69,1.22,811.0,Strength,27.6,1.8,4,2,22.60
52,Male,63.2,1.68,180,167,50,0.77,637.0,Yoga,23.6,3.0,3,1,22.39
55,Female,66.1,1.52,180,139,65,0.76,475.0,HIIT,26.6,2.1,2,1,28.61
28,Male,62.9,1.78,164,134,68,1.29,951.0,HIIT,24.9,3.7,4,2,19.85
83,Male,35.8,1.76,169,151,70,1.09,815.0,Yoga,27.9,2.8,3,2,11.56
31,Male,60.2,1.66,165,152,71,1.32,1104.0,Cardio,26.6,2.1,4,2,21.85
22,Male,105.0,1.92,172,136,58,1.72,1287.0,Cardio,10.5,3.5,5,3,28.48
47,Female,54.7,1.55,160,143,58,0.73,470.0,Strength,29.9,2.7,2,1,22.77
18,Male,64.4,1.71,179,149,58,1.15,942.0,Strength,27.0,3.4,3,2,22.02
26,Male,66.1,1.76,167,132,66,0.68,494.0,Cardio,25.3,2.3,3,1,21.34
21,Female,68.3,1.52,169,166,61,1.83,1519.0,Yoga,17.0,2.7,5,3,29.56
41,Male,66.8,1.76,168,167,74,1.63,1497.0,Strength,13.1,3.5,5,3,21.57
24,Male,72.0,1.68,162,135,62,1.28,950.0,Cardio,29.7,3.5,3,2,25.51
19,Female,74.0,1.58,170,121,57,1.46,883.0,Cardio,25.9,1.9,3,2,29.64
30,Male,92.1,1.96,171,136,65,0.66,494.0,Yoga,23.9,2.6,2,1,23.97
60,Female,61.1,1.57,169,151,67,1.05,713.0,HIIT,29.1,2.6,3,2,24.79
18,Female,57.8,1.57,184,162,50,1.65,1336.0,Cardio,17.9,2.7,5,3,23.45
33,Female,69.2,1.75,184,127,50,1.38,876.0,Strength,26.5,2.1,4,2,22.60
18,Female,93.8,1.75,170,122,61,0.94,573.0,Yoga,26.8,1.7,2,1,30.63
53,Male,69.4,1.66,195,131,55,1.42,921.0,Yoga,22.9,2.6,3,2,25.19
25,Female,55.4,1.61,198,139,58,1.88,1307.0,Yoga,19.8,2.7,4,3,21.37
34,Male,71.8,1.71,185,135,72,0.96,713.0,HIIT,27.3,3.2,2,1,24.55
29,Male,99.5,2.0,173,133,54,0.75,549.0,HIIT,26.6,2.3,2,1,24.88
25,Male,117.8,2.0,198,135,65,1.32,980.0,Strength,28.2,3.0,4,2,29.45
34,Male,90.7,1.92,199,168,67,1.93,1783.0,Strength,10.6,3.5,4,3,24.60
43,Male,86.1,1.83,160,162,66,0.79,634.0,Yoga,28.6,3.2,2,1,25.71
52,Male,76.5,1.72,163,168,67,0.77,640.0,Strength,25.9,2.6,3,1,25.86
78,Male,36.6,1.85,189,152,50,1.19,895.0,Cardio,23.4,3.2,2,1,10.69
46,Male,62.5,1.77,171,149,68,0.72,531.0,HIIT,28.2,3.5,3,1,19.95
52,Male,122.3,1.83,194,131,71,1.05,681.0,Yoga,28.0,2.8,4,2,36.52
21,Male,96.2,1.68,172,134,57,1.24,914.0,Yoga,28.5,2.7,3,2,34.08
33,Female,55.1,1.71,190,137,52,1.26,863.0,Cardio,26.2,1.8,4,2,18.84
27,Female,76.7,1.67,197,147,74,1.13,831.0,Cardio,34.7,2.2,3,2,27.50
27,Female,45.0,1.5,182,142,54,1.15,816.0,Cardio,34.6,2.6,2,1,20.00
10,Male,39.0,1.62,163,133,72,1.56,1027.0,Cardio,11.8,3.5,4,3,14.86
28,Female,89.3,1.8,175,149,57,1.31,976.0,Yoga,25.7,1.9,4,2,27.56
52,Female,58.1,1.56,166,152,68,1.66,1135.0,HIIT,15.8,2.7,4,3,23.87
50,Female,49.7,1.58,181,164,67,1.02,753.0,HIIT,34.9,2.0,3,2,19.91
20,Male,67.4,1.64,188,134,67,0.94,693.0,Cardio,25.6,2.7,3,1,25.06
59,Male,121.5,1.99,170,126,70,1.13,705.0,Strength,23.6,3.0,3,2,30.68
39,Male,111.2,1.94,192,134,50,0.89,656.0,Yoga,22.9,2.4,3,1,29.55
15,Male,160.8,1.87,188,161,64,1.31,1044.0,HIIT,22.6,3.4,4,2,45.98
25,Female,49.4,1.68,198,165,67,0.95,784.0,Cardio,31.6,1.9,2,1,17.50
26,Female,72.0,1.67,171,157,74,0.61,479.0,Strength,29.2,2.3,3,1,25.82
60,Female,62.4,1.58,166,165,56,1.97,1463.0,Strength,19.8,2.7,4,3,25.00
53,Female,45.5,1.57,198,163,65,1.14,836.0,Cardio,31.8,2.1,3,1,18.46
32,Male,59.3,1.69,185,130,65,1.72,1230.0,Yoga,14.0,3.5,4,3,20.76
46,Male,99.2,1.9,199,148,64,0.76,557.0,HIIT,22.9,3.0,3,1,27.48
54,Male,78.9,1.62,168,150,55,1.3,965.0,Strength,20.8,2.3,4,2,30.06
40,Female,67.1,1.68,193,144,58,1.01,727.0,HIIT,29.9,2.4,3,2,23.77
52,Male,74.1,1.62,172,143,56,1.04,736.0,HIIT,23.1,2.3,4,2,28.24
13,Male,177.5,1.74,195,138,63,1.34,1017.0,Strength,22.0,2.2,2,1,58.63
35,Female,67.4,1.78,184,121,60,0.85,514.0,Cardio,34.5,2.2,2,1,21.27
30,Female,62.9,1.64,183,141,70,0.57,402.0,Strength,29.4,2.4,3,1,23.39
44,Male,71.7,1.63,176,139,65,1.18,812.0,Strength,21.7,2.1,2,1,26.99
21,Male,70.6,1.61,161,152,74,1.32,1104.0,Yoga,22.0,2.1,3,2,27.24
40,Male,79.0,1.77,172,127,55,1.77,1113.0,HIIT,11.4,3.5,4,3,25.22
60,Male,80.2,1.67,190,144,71,1.99,1418.0,Cardio,15.0,3.5,5,3,28.76
40,Male,73.0,1.87,188,165,65,1.38,1127.0,HIIT,22.7,3.4,3,2,20.88
29,Male,48.6,1.62,187,128,69,1.02,718.0,Strength,23.3,3.4,4,2,18.52
55,Female,64.5,1.67,186,153,65,1.05,723.0,Cardio,31.6,1.8,3,2,23.13
24,Female,77.7,1.65,174,142,61,1.2,852.0,Cardio,27.9,2.2,3,1,28.54
58,Female,60.3,1.53,190,124,66,1.91,1066.0,Cardio,16.1,2.7,5,3,25.76
60,Male,97.4,1.74,199,144,54,1.21,862.0,Cardio,21.6,2.8,3,2,32.17
28,Female,63.9,1.62,174,127,74,1.39,883.0,Yoga,28.1,2.3,4,2,24.35
77,Male,162.8,1.89,192,135,62,1.14,762.0,Cardio,21.1,3.5,2,1,45.58
56,Male,101.0,1.81,179,167,57,1.2,992.0,Strength,20.2,2.1,4,2,30.83
50,Female,80.7,1.77,171,164,73,1.03,760.0,Yoga,33.0,2.4,3,2,25.76
39,Male,112.8,1.87,196,134,54,1.96,1445.0,Strength,10.7,3.5,5,3,32.26
29,Male,89.2,1.98,168,120,61,1.24,818.0,Strength,27.8,2.8,3,2,22.75
14,Female,33.1,1.5,182,141,58,1.32,838.0,HIIT,33.0,2.2,3,1,14.71
43,Female,45.0,1.57,167,122,52,1.83,1005.0,Cardio,17.7,2.7,4,3,18.26
31,Female,85.7,1.69,191,157,52,0.81,636.0,Cardio,28.1,2.3,3,1,30.01
15,Male,34.2,1.61,173,133,50,1.16,764.0,Strength,21.5,3.6,4,2,13.19
18,Female,68.7,1.6,186,155,74,1.17,907.0,Cardio,32.4,1.6,3,1,26.84
31,Female,91.1,1.67,184,137,71,1.02,699.0,Yoga,31.0,1.5,4,2,32.67
59,Male,74.1,1.65,172,166,67,1.57,1290.0,HIIT,13.3,3.5,4,3,27.22
10,Female,154.5,1.75,180,160,73,1.39,1001.0,Cardio,25.1,1.7,2,1,50.45
57,Female,57.1,1.69,190,137,61,1.99,1227.0,Cardio,19.6,2.7,5,3,19.99
22,Female,49.5,1.62,196,122,58,0.58,354.0,Yoga,25.7,2.7,2,1,18.86
24,Male,100.6,1.91,164,129,58,1.87,1327.0,HIIT,11.8,3.5,5,3,27.58
20,Male,67.8,1.6,172,168,67,1.12,1035.0,Yoga,24.0,3.2,4,2,26.48
23,Male,91.2,1.74,187,158,67,1.57,1364.0,Strength,10.0,3.5,4,3,30.12
24,Male,57.9,1.61,184,166,56,1.38,1260.0,Strength,25.0,3.0,2,1,22.34
59,Female,103.6,1.76,194,120,53,1.72,929.0,Cardio,18.8,2.7,5,3,33.45
32,Male,80.0,1.83,198,146,62,1.1,883.0,HIIT,28.2,2.1,3,2,23.89
50,Male,66.6,1.63,166,146,66,0.75,542.0,Strength,28.8,3.5,2,1,25.07
